Artifact,Current Version,Newer Versions,Num Newer Versions,Upgrades Available
com.azure.resourcemanager:azure-resourcemanager-storage,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure:azure-security-keyvault-secrets,4.4.1,"4.6.3, 4.6.2, 4.6.1, 4.6.0, 4.5.4, 4.5.3, 4.5.2, 4.5.1, 4.5.0, 4.4.6, 4.4.5, 4.4.4, 4.4.3, 4.4.2",14,"Minor, Patch"
com.github.javaparser:javaparser-core,3.22.1,"3.25.4, 3.25.3, 3.25.2, 3.25.1, 3.25.0, 3.24.9, 3.24.8, 3.24.7, 3.24.4, 3.24.2, 3.24.10, 3.24.0, 3.23.1, 3.23.0",14,Minor
com.github.javaparser:javaparser-symbol-solver-core,3.22.1,"3.25.4, 3.25.3, 3.25.2, 3.25.1, 3.25.0, 3.24.9, 3.24.8, 3.24.7, 3.24.4, 3.24.2, 3.24.10, 3.24.0, 3.23.1, 3.23.0",14,Minor
com.google.cloud:google-cloud-functions,2.8.0,"2.9.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0, 2.14.0, 2.13.0, 2.12.0, 2.11.0, 2.10.0",14,Minor
com.google.cloud:google-cloud-run,0.6.0,"0.9.0, 0.8.0, 0.7.0, 0.20.0, 0.19.0, 0.18.0, 0.17.0, 0.16.0, 0.15.0, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",14,Minor
com.google.api.grpc:proto-google-cloud-run-v2,0.6.0,"0.9.0, 0.8.0, 0.7.0, 0.20.0, 0.19.0, 0.18.0, 0.17.0, 0.16.0, 0.15.0, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",14,Minor
com.squareup.retrofit2:converter-gson,2.3.0,"2.9.0, 2.8.2, 2.8.1, 2.8.0, 2.7.2, 2.7.1, 2.7.0, 2.6.4, 2.6.3, 2.6.2, 2.6.1, 2.6.0, 2.5.0, 2.4.0",14,Minor
com.sun.istack:istack-commons-runtime,3.0.8,"4.2.0, 4.1.2, 4.1.1, 4.1.0-M1, 4.1.0, 4.0.1, 4.0.0-M3, 4.0.0-M2, 4.0.0-M1, 4.0.0, 3.0.9, 3.0.12, 3.0.11, 3.0.10",14,"Major, Patch"
com.sun.xml.messaging.saaj:saaj-impl,1.4.0-b03,"3.0.2, 3.0.1, 3.0.0-M3, 3.0.0-M2, 3.0.0-M1, 3.0.0, 2.0.1, 2.0.0-M1, 2.0.0, 1.5.3, 1.5.2-b01, 1.5.2, 1.5.1, 1.5.0",14,"Major, Minor"
io.prometheus:simpleclient_httpserver,0.4.0,"0.9.0, 0.8.1, 0.8.0, 0.7.0, 0.6.0, 0.5.0, 0.16.0, 0.15.0, 0.14.1, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",14,Minor
org.springframework.boot:spring-boot-autoconfigure,2.7.10,"3.1.1, 3.1.0, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.7.13, 2.7.12, 2.7.11",14,"Major, Patch"
org.springframework.boot:spring-boot-loader,2.7.10,"3.1.1, 3.1.0, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.7.13, 2.7.12, 2.7.11",14,"Major, Patch"
org.springframework.boot:spring-boot-starter-batch,2.7.10,"3.1.1, 3.1.0, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.7.13, 2.7.12, 2.7.11",14,"Major, Patch"
org.springframework.boot:spring-boot,2.7.10,"3.1.1, 3.1.0, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.7.13, 2.7.12, 2.7.11",14,"Major, Patch"
org.xerial.snappy:snappy-java,1.1.7.3,"1.1.9.1, 1.1.9.0, 1.1.8.4, 1.1.8.3, 1.1.8.2, 1.1.8.1, 1.1.8, 1.1.7.8, 1.1.7.7, 1.1.7.6, 1.1.7.5, 1.1.7.4, 1.1.10.1, 1.1.10.0",14,Patch
org.xerial.snappy:snappy-java,1.1.7.3,"1.1.9.1, 1.1.9.0, 1.1.8.4, 1.1.8.3, 1.1.8.2, 1.1.8.1, 1.1.8, 1.1.7.8, 1.1.7.7, 1.1.7.6, 1.1.7.5, 1.1.7.4, 1.1.10.1, 1.1.10.0",14,Patch
io.swagger.core.v3:swagger-jaxrs2,2.2.0,"2.2.9, 2.2.8, 2.2.7, 2.2.6, 2.2.5, 2.2.4, 2.2.3, 2.2.2, 2.2.14, 2.2.13, 2.2.12, 2.2.11, 2.2.10, 2.2.1",14,Patch
io.swagger.core.v3:swagger-jaxrs2-servlet-initializer-v2,2.2.0,"2.2.9, 2.2.8, 2.2.7, 2.2.6, 2.2.5, 2.2.4, 2.2.3, 2.2.2, 2.2.14, 2.2.13, 2.2.12, 2.2.11, 2.2.10, 2.2.1",14,Patch
io.swagger.core.v3:swagger-core,2.2.0,"2.2.9, 2.2.8, 2.2.7, 2.2.6, 2.2.5, 2.2.4, 2.2.3, 2.2.2, 2.2.14, 2.2.13, 2.2.12, 2.2.11, 2.2.10, 2.2.1",14,Patch
io.swagger.core.v3:swagger-annotations,2.2.0,"2.2.9, 2.2.8, 2.2.7, 2.2.6, 2.2.5, 2.2.4, 2.2.3, 2.2.2, 2.2.14, 2.2.13, 2.2.12, 2.2.11, 2.2.10, 2.2.1",14,Patch
io.swagger.core.v3:swagger-models,2.2.0,"2.2.9, 2.2.8, 2.2.7, 2.2.6, 2.2.5, 2.2.4, 2.2.3, 2.2.2, 2.2.14, 2.2.13, 2.2.12, 2.2.11, 2.2.10, 2.2.1",14,Patch
io.swagger.core.v3:swagger-integration,2.2.0,"2.2.9, 2.2.8, 2.2.7, 2.2.6, 2.2.5, 2.2.4, 2.2.3, 2.2.2, 2.2.14, 2.2.13, 2.2.12, 2.2.11, 2.2.10, 2.2.1",14,Patch
com.azure:azure-security-keyvault-administration,4.1.2,"4.3.3, 4.3.2, 4.3.1, 4.3.0-beta.1, 4.3.0, 4.2.4, 4.2.3, 4.2.2, 4.2.1, 4.2.0, 4.1.5, 4.1.4, 4.1.3",13,"Minor, Patch"
io.prometheus:simpleclient,0.5.0,"0.9.0, 0.8.1, 0.8.0, 0.7.0, 0.6.0, 0.16.0, 0.15.0, 0.14.1, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",13,Minor
io.prometheus:simpleclient_common,0.5.0,"0.9.0, 0.8.1, 0.8.0, 0.7.0, 0.6.0, 0.16.0, 0.15.0, 0.14.1, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",13,Minor
io.prometheus:simpleclient_dropwizard,0.5.0,"0.9.0, 0.8.1, 0.8.0, 0.7.0, 0.6.0, 0.16.0, 0.15.0, 0.14.1, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",13,Minor
com.googlecode.owasp-java-html-sanitizer:owasp-java-html-sanitizer,20211018.1,"r239, r232, r223, r209, r198, r173, r164, r163, r156, r136, 20220608.1, 20211018.2",12,"Major, Minor"
com.openpojo:openpojo,0.8.3,"0.9.1, 0.9.0, 0.8.9, 0.8.8, 0.8.7, 0.8.6, 0.8.5, 0.8.4, 0.8.13, 0.8.12, 0.8.11, 0.8.10",12,"Minor, Patch"
io.dropwizard.logback:logback-throttling-appender,1.1.0,"1.4.0, 1.3.0, 1.1.9, 1.1.8, 1.1.7, 1.1.6, 1.1.5, 1.1.4, 1.1.3, 1.1.2, 1.1.10, 1.1.1",12,"Minor, Patch"
io.opencensus:opencensus-api,0.24.0,"0.31.1, 0.31.0, 0.30.0, 0.29.0, 0.28.3, 0.28.2, 0.28.1, 0.28.0, 0.27.1, 0.27.0, 0.26.0, 0.25.0",12,Minor
io.opencensus:opencensus-contrib-http-util,0.24.0,"0.31.1, 0.31.0, 0.30.0, 0.29.0, 0.28.3, 0.28.2, 0.28.1, 0.28.0, 0.27.1, 0.27.0, 0.26.0, 0.25.0",12,Minor
org.antlr:antlr4-runtime,4.7.2,"4.9.3, 4.9.2, 4.9.1, 4.9, 4.8-1, 4.8, 4.13.0, 4.12.0, 4.11.1, 4.11.0, 4.10.1, 4.10",12,Minor
org.apache.maven.plugin-tools:maven-plugin-annotations,3.4,"3.9.0, 3.8.2, 3.8.1, 3.7.1, 3.7.0, 3.6.4, 3.6.2, 3.6.1, 3.6.0, 3.5.2, 3.5.1, 3.5",12,Minor
org.apache.maven.plugin-tools:maven-plugin-annotations,3.4,"3.9.0, 3.8.2, 3.8.1, 3.7.1, 3.7.0, 3.6.4, 3.6.2, 3.6.1, 3.6.0, 3.5.2, 3.5.1, 3.5",12,Minor
org.reflections:reflections,0.9.12-SNAPSHOT,"0.9.9-RC2, 0.9.9-RC1, 0.9.9, 0.9.8, 0.9.7.RC1, 0.9.7, 0.9.6, 0.9.5-RC2, 0.9.5, 0.10.2, 0.10.1, 0.10",12,"Minor, Patch"
org.springframework:spring-aop,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-beans,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-context,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-core,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-expression,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-jcl,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-messaging,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-test,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-tx,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
org.springframework:spring-web,5.3.27,"6.0.9, 6.0.8, 6.0.7, 6.0.6, 6.0.5, 6.0.4, 6.0.3, 6.0.2, 6.0.10, 6.0.1, 6.0.0, 5.3.28",12,"Major, Patch"
com.azure:azure-core,1.29.1,"1.40.0, 1.39.0, 1.38.0, 1.37.0, 1.36.0, 1.35.0, 1.34.0, 1.33.0, 1.32.0, 1.31.0, 1.30.0",11,Minor
com.azure:azure-core-http-okhttp,1.10.1,"1.11.9, 1.11.8, 1.11.7, 1.11.6, 1.11.5, 1.11.4, 1.11.3, 1.11.2, 1.11.10, 1.11.1, 1.11.0",11,Minor
com.azure:azure-core-management,1.6.2,"1.9.0, 1.8.1, 1.8.0, 1.7.1, 1.7.0, 1.11.2, 1.11.1, 1.11.0, 1.10.2, 1.10.1, 1.10.0",11,Minor
com.google.http-client:google-http-client-jackson,1.20.0,"1.29.2, 1.29.1, 1.29.0, 1.28.0, 1.27.0, 1.26.0, 1.25.0, 1.24.1, 1.23.0, 1.22.0, 1.21.0",11,Minor
com.mchange:c3p0,0.9.5.4,"0.9.5.5, 0.9.5-pre9, 0.9.5-pre8, 0.9.5-pre7, 0.9.5-pre6, 0.9.5-pre5, 0.9.5-pre4, 0.9.5-pre3, 0.9.5-pre2, 0.9.5-pre10, 0.9.5-pre1",11,Patch
com.squareup.retrofit2:converter-jackson,2.6.0,"2.9.0, 2.8.2, 2.8.1, 2.8.0, 2.7.2, 2.7.1, 2.7.0, 2.6.4, 2.6.3, 2.6.2, 2.6.1",11,"Minor, Patch"
com.squareup.retrofit2:retrofit,2.6.0,"2.9.0, 2.8.2, 2.8.1, 2.8.0, 2.7.2, 2.7.1, 2.7.0, 2.6.4, 2.6.3, 2.6.2, 2.6.1",11,"Minor, Patch"
net.jodah:failsafe,2.2.0,"2.4.4, 2.4.3, 2.4.2, 2.4.1, 2.4.0, 2.3.5, 2.3.4, 2.3.3, 2.3.2, 2.3.1, 2.3.0",11,Minor
org.apache.lucene:lucene-backward-codecs,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-core,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-grouping,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-highlighter,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-join,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-memory,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-misc,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-queries,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-queryparser,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-sandbox,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-spatial-extras,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-spatial3d,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
org.apache.lucene:lucene-suggest,8.11.1,"9.7.0, 9.6.0, 9.5.0, 9.4.2, 9.4.1, 9.4.0, 9.3.0, 9.2.0, 9.1.0, 9.0.0, 8.11.2",11,"Major, Patch"
io.opentelemetry:opentelemetry-api,1.18.0,"1.27.0, 1.26.0, 1.25.0, 1.24.0, 1.23.1, 1.23.0, 1.22.0, 1.21.0, 1.20.1, 1.20.0, 1.19.0",11,Minor
com.github.dikhan:pagerduty-client,3.0.3,"3.1.2, 3.1.1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.10",10,"Minor, Patch"
io.vavr:vavr,0.9.1,"1.0.0-alpha-4, 1.0.0-alpha-3, 1.0.0-alpha-2, 0.9.3, 0.9.2, 0.10.4, 0.10.3, 0.10.2, 0.10.1, 0.10.0",10,"Major, Minor, Patch"
jakarta.activation:jakarta.activation-api,1.2.2,"2.1.2, 2.1.1, 2.1.0-RC2, 2.1.0-RC1, 2.1.0, 2.0.1, 2.0.0-rc1, 2.0.0-RC3, 2.0.0-RC2, 2.0.0",10,Major
org.jboss.logging:jboss-logging,3.3.0.Final,"3.5.2.Final, 3.5.1.Final, 3.5.0.Final, 3.4.3.Final, 3.4.2.Final, 3.4.1.Final, 3.4.0.Final, 3.3.3.Final, 3.3.2.Final, 3.3.1.Final",10,"Minor, Patch"
org.jvnet.mimepull:mimepull,1.9.6,"1.9.9, 1.9.8, 1.9.7, 1.9.15, 1.9.14, 1.9.13, 1.9.12, 1.9.11, 1.9.10, 1.10.0",10,"Minor, Patch"
software.amazon.ion:ion-java,1.0.2,"1.5.1, 1.5.0, 1.4.0, 1.3.1, 1.3.0, 1.2.0, 1.1.2, 1.1.1, 1.1.0, 1.0.3",10,"Minor, Patch"
com.google.auto.value:auto-value-annotations,1.7.4,"1.9, 1.8.2, 1.8.1, 1.8, 1.7rc1, 1.7.5, 1.10.2, 1.10.1, 1.10",9,"Minor, Patch"
commons-pool:commons-pool,1.5.4,"20030825.183949, 20030821.192746, 20030818.195203, 20030623.172700, 20020501, 1.6, 1.5.7, 1.5.6, 1.5.5",9,"Major, Minor, Patch"
jakarta.xml.bind:jakarta.xml.bind-api,2.3.3,"4.0.0-RC3, 4.0.0-RC2, 4.0.0-RC1, 4.0.0, 3.0.1, 3.0.0-RC3, 3.0.0-RC2, 3.0.0-RC1, 3.0.0",9,Major
net.java.dev.jna:jna-platform,5.5.0,"5.9.0, 5.8.0, 5.7.0, 5.6.0, 5.13.0, 5.12.1, 5.12.0, 5.11.0, 5.10.0",9,Minor
net.java.dev.jna:jna,5.5.0,"5.9.0, 5.8.0, 5.7.0, 5.6.0, 5.13.0, 5.12.1, 5.12.0, 5.11.0, 5.10.0",9,Minor
net.minidev:accessors-smart,1.2,"2.4.9, 2.4.8, 2.4.7, 2.4.6, 2.4.3, 2.4.2, 2.4.11, 2.3.1, 1.3",9,"Major, Minor"
org.eclipse.jgit:org.eclipse.jgit.http.apache,5.13.0.202109080827-r,"6.6.0.202305301015-r, 6.5.0.202303070854-r, 6.4.0.202211300538-r, 6.3.0.202209071007-r, 6.2.0.202206071550-r, 6.1.0.202203080745-r, 6.0.0.202111291000-r, 5.13.2.202306221912-r, 5.13.1.202206130422-r",9,"Major, Patch"
org.eclipse.jgit:org.eclipse.jgit,5.13.0.202109080827-r,"6.6.0.202305301015-r, 6.5.0.202303070854-r, 6.4.0.202211300538-r, 6.3.0.202209071007-r, 6.2.0.202206071550-r, 6.1.0.202203080745-r, 6.0.0.202111291000-r, 5.13.2.202306221912-r, 5.13.1.202206130422-r",9,"Major, Patch"
org.jodd:jodd-core,5.0.13,"5.3.0, 5.2.0, 5.1.6, 5.1.5, 5.1.4, 5.1.3, 5.1.2, 5.1.0-20190624, 5.1.0",9,Minor
org.jooq:joor,0.9.5,"0.9.9, 0.9.8, 0.9.7, 0.9.6, 0.9.14, 0.9.13, 0.9.12, 0.9.11, 0.9.10",9,Patch
org.jvnet.staxex:stax-ex,1.8.1,"2.1.0-M2, 2.1.0-M1, 2.1.0, 2.0.1, 2.0.0-M2, 2.0.0-M1, 2.0.0, 1.8.3, 1.8.2",9,"Major, Patch"
com.segment.analytics.java:analytics-core,2.1.1,"3.4.0, 3.3.1, 3.2.0, 3.1.3, 3.1.2, 3.1.1, 3.1.0, 3.0.0",8,Major
com.segment.analytics.java:analytics,2.1.1,"3.4.0, 3.3.1, 3.2.0, 3.1.3, 3.1.2, 3.1.1, 3.1.0, 3.0.0",8,Major
io.github.resilience4j:resilience4j-circuitbreaker,1.5.0,"2.1.0, 2.0.2, 2.0.1, 2.0.0, 1.7.1, 1.7.0, 1.6.1, 1.6.0",8,"Major, Minor"
io.github.resilience4j:resilience4j-core,1.5.0,"2.1.0, 2.0.2, 2.0.1, 2.0.0, 1.7.1, 1.7.0, 1.6.1, 1.6.0",8,"Major, Minor"
io.github.resilience4j:resilience4j-ratelimiter,1.5.0,"2.1.0, 2.0.2, 2.0.1, 2.0.0, 1.7.1, 1.7.0, 1.6.1, 1.6.0",8,"Major, Minor"
io.github.resilience4j:resilience4j-retry,1.5.0,"2.1.0, 2.0.2, 2.0.1, 2.0.0, 1.7.1, 1.7.0, 1.6.1, 1.6.0",8,"Major, Minor"
io.netty:netty-all,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-buffer,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-handler-proxy,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-common,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-handler,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-resolver-dns,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-resolver,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-transport-native-kqueue,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-transport-native-unix-common,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.netty:netty-transport,4.1.86.Final,"4.1.94.Final, 4.1.93.Final, 4.1.92.Final, 4.1.91.Final, 4.1.90.Final, 4.1.89.Final, 4.1.88.Final, 4.1.87.Final",8,Patch
io.perfmark:perfmark-api,0.19.0,"0.26.0, 0.25.0, 0.24.0, 0.23.0, 0.22.0, 0.21.0, 0.20.1, 0.20.0",8,Minor
net.redhogs.cronparser:cron-parser,2.6,"3.5, 3.4, 3.3, 3.0, 2.9, 2.8, 2.7, 2.10",8,"Major, Minor"
org.springframework.retry:spring-retry,1.2.5.RELEASE,"2.0.2, 2.0.1, 2.0.0, 1.3.4, 1.3.3, 1.3.2, 1.3.1, 1.3.0",8,"Major, Minor"
com.google.apis:google-api-services-iam,v1-rev314-1.25.0,"v2beta-rev20220713-2.0.0, v2beta-rev20220713-1.32.1, v2beta-rev20220526-1.32.1, v2beta-rev20220421-1.32.1, v2beta-rev20220413-1.32.1, v2beta-rev20220331-1.32.1, v2-rev20230119-2.0.0",7,Major
com.googlecode.javaewah:JavaEWAH,1.1.6,"1.2.3, 1.1.9, 1.1.8, 1.1.7, 1.1.13, 1.1.12, 1.1.11",7,"Minor, Patch"
com.sun.xml.fastinfoset:FastInfoset,1.2.16,"2.1.0-M1, 2.1.0, 2.0.0-M2, 2.0.0-M1, 2.0.0, 1.2.18, 1.2.17",7,"Major, Patch"
commons-io:commons-io,2.7,"20030203.000550, 2.9.0, 2.8.0, 2.13.0, 2.12.0, 2.11.0, 2.10.0",7,"Major, Minor"
io.opencensus:opencensus-exporter-stats-stackdriver,0.28.0,"0.31.1, 0.31.0, 0.30.0, 0.29.0, 0.28.3, 0.28.2, 0.28.1",7,"Minor, Patch"
io.opencensus:opencensus-exporter-stats-prometheus,0.28.0,"0.31.1, 0.31.0, 0.30.0, 0.29.0, 0.28.3, 0.28.2, 0.28.1",7,"Minor, Patch"
io.opencensus:opencensus-impl,0.28.0,"0.31.1, 0.31.0, 0.30.0, 0.29.0, 0.28.3, 0.28.2, 0.28.1",7,"Minor, Patch"
io.vavr:vavr-match,0.9.1,"0.9.3, 0.9.2, 0.10.4, 0.10.3, 0.10.2, 0.10.1, 0.10.0",7,"Minor, Patch"
org.apache.santuario:xmlsec,2.2.4,"3.0.2, 3.0.1, 3.0.0, 2.3.3, 2.3.2, 2.3.1, 2.3.0",7,"Major, Minor"
org.atmosphere:atmosphere-runtime,2.7.6,"3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.7.9, 2.7.8, 2.7.7",7,"Major, Patch"
org.glassfish.hk2.external:aopalliance-repackaged,2.6.1,"3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0-RC1, 3.0.0-M2, 3.0.0",7,Major
org.glassfish.hk2:hk2-api,2.6.1,"3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0-RC1, 3.0.0-M2, 3.0.0",7,Major
org.glassfish.hk2:hk2-utils,2.6.1,"3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0-RC1, 3.0.0-M2, 3.0.0",7,Major
org.jodd:jodd-bean,5.0.13,"5.1.6, 5.1.5, 5.1.4, 5.1.3, 5.1.2, 5.1.0-20190624, 5.1.0",7,Minor
com.jayway.jsonpath:json-path,2.2.0,"2.8.0, 2.7.0, 2.6.0, 2.5.0, 2.4.0, 2.3.0",6,Minor
io.fabric8:kubernetes-client,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:openshift-client,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:kubernetes-client-project,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:openshift-client,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:kubernetes-model-generator,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:openshift-model,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:istio-client,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:kubernetes-extensions,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.fabric8:istio-model-v1beta1,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
